mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,mean_test_score,std_test_score,rank_test_score
0.995042085647583,0.12912580127251014,0.007712772914341518,0.0022517684391066104,0.2,0.7,0.1,9,4,100,10,30,11,0.9,"{'colsample_bytree': 0.2, 'gamma': 0.7, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 4, 'n_estimators': 100, 'reg_alpha': 10, 'reg_lambda': 30, 'scale_pos_weight': 11, 'subsample': 0.9}",0.928125,0.953125,0.9375,0.94375,0.95625,0.9686520376175548,0.9498432601880877,0.9481778996865203,0.012231919472012803,1
